# sampling_rate=500
time,I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
1.58800,-0.008736,0.011775,0.016319,0.005334,0.017513,-0.005359,-0.003839,0.014966,0.007646,0.028996,0.013263,0.011395
1.59000,0.014254,0.008495,0.005428,-0.010934,0.004782,0.002502,0.008358,-0.005370,-0.004305,0.016477,0.013245,-0.000194
1.59200,0.007585,0.000722,0.024666,-0.019741,0.022303,-0.000887,0.010023,0.006166,0.006790,0.021220,0.019119,0.006540
1.59400,0.000751,0.031911,0.018319,-0.002647,0.002213,0.010269,0.006637,0.020738,0.000921,0.012039,0.003095,0.022477
1.59600,0.027845,0.010242,0.009680,0.010045,0.002185,-0.002012,0.016208,0.013818,0.008467,0.026398,0.013263,-0.008418
1.59800,0.013252,0.010528,0.023088,-0.004142,0.003111,0.011675,0.008247,-0.005350,0.011703,0.008474,0.024909,0.033355
1.60000,-0.001418,0.001428,-0.004144,-0.010509,-0.001740,0.007826,0.016675,-0.004307,-0.004914,-0.006714,0.021878,0.022594
1.60200,-0.005620,-0.005266,0.005576,0.007022,0.015304,0.009204,0.012594,0.011950,0.004895,0.030758,0.010780,-0.001825
1.60400,0.005016,-0.004411,0.004436,0.007093,-0.007508,0.018522,0.026698,0.012435,-0.001180,0.003094,0.007405,-0.003558
1.60600,-0.002843,0.008371,0.002454,0.002213,-0.006871,0.025952,0.016360,0.017527,0.003847,0.028983,0.007278,0.027394
1.60800,0.020342,0.001952,-0.000298,0.014900,0.015135,0.005642,0.007764,0.010572,0.002587,0.009531,0.004063,0.004903
1.61000,0.014257,0.001299,0.011505,-0.002696,0.012732,0.016073,0.018181,0.014842,0.017359,0.009683,0.016323,0.000135
1.61200,0.007080,0.018337,0.003697,0.000692,-0.005506,0.020841,-0.000101,0.012477,0.010004,0.020780,0.006743,-0.000907
1.61400,-0.009514,0.007715,-0.007766,0.001604,0.019503,-0.015195,-0.007272,0.011574,0.022561,0.014448,0.013778,0.014147
1.61600,0.015230,0.027222,0.010326,-0.016180,0.000294,0.009182,-0.002512,0.005821,0.004866,0.004298,0.017446,0.005126
1.61800,-0.001548,0.003507,0.004542,0.017497,0.007609,0.021955,0.010574,-0.013192,0.013902,0.002719,-0.003176,-0.001838
1.62000,0.027355,-0.005231,-0.002087,0.007950,0.011674,-0.010196,0.004458,0.003166,0.008078,0.018788,0.004579,0.005723
1.62200,0.024014,-0.007969,0.000368,0.001037,-0.007591,0.000619,-0.007693,0.009875,0.003711,0.019084,0.020602,0.009358
1.62400,0.005447,0.013146,0.004669,-0.015942,0.015716,0.009201,0.013450,-0.005459,0.018764,0.032326,0.016469,-0.005772
1.62600,0.009589,0.009869,0.006257,-0.006031,0.009885,0.002196,0.007784,0.001266,0.010868,0.021071,0.005252,0.015512
1.62800,0.000213,0.006648,0.001641,0.008902,-0.002879,0.019125,-0.009357,0.006560,0.019019,0.017982,-0.000054,-0.003619
1.63000,0.017958,-0.002402,0.009844,-0.008931,0.004699,0.030166,0.021041,0.016585,-0.004163,0.014130,0.010610,0.007656
1.63200,0.022548,-0.007099,0.007170,-0.002392,-0.002817,0.024190,-0.007470,0.008326,0.010491,-0.011335,-0.004458,-0.001195
1.63400,0.016946,0.019765,0.009931,-0.001240,-0.017511,0.008871,0.000101,0.019838,0.023237,0.033399,0.017117,0.016805
1.63600,-0.001518,0.010938,-0.008623,0.005412,-0.007400,0.004466,-0.003056,0.003180,0.014181,0.004972,0.012101,-0.001676
1.63800,0.023002,0.003533,0.014098,0.017993,-0.020056,-0.003475,0.003117,0.019734,0.004568,0.014457,0.002397,0.014136
1.64000,-0.003526,0.018482,-0.026565,-0.022873,0.023076,0.008278,-0.003939,0.030200,0.020094,0.022014,0.005439,0.014687
1.64200,0.013883,-0.006942,0.009802,-0.005555,0.017655,0.019777,-0.001431,0.001603,0.011303,0.017144,0.005479,0.007142
1.64400,0.014893,0.014170,0.015587,-0.001240,-0.004526,-0.011568,0.013354,0.004294,0.005737,0.007442,-0.006455,0.004256
1.64600,-0.017984,0.005678,-0.005460,0.015116,0.009053,0.004194,0.006693,0.015105,0.001483,0.007979,0.005907,0.033632
1.64800,0.009291,-0.010414,0.011823,0.022837,-0.005358,0.042001,0.004349,0.017853,0.003379,0.007498,-0.003161,-0.002712
1.65000,-0.013521,0.021410,-0.008174,0.000139,0.007795,-0.000389,0.005440,0.006559,0.004004,0.010703,0.009928,-0.002424
1.65200,-0.004915,0.000855,0.004829,0.010566,0.019495,0.009461,0.014655,0.008738,0.020412,0.011437,0.013387,0.005076
1.65400,0.008296,0.029093,-0.008821,-0.003644,-0.001787,0.016082,0.023591,0.004193,-0.019666,0.016399,0.015630,-0.009456
1.65600,0.005792,0.008754,-0.020402,0.003301,0.008817,0.008591,-0.006167,-0.000018,0.002334,0.014922,-0.000993,0.023032
1.65800,0.012135,-0.013197,0.020899,-0.002047,-0.001487,0.007114,-0.014185,0.009246,-0.016693,-0.000733,0.023163,0.020896
1.66000,0.004596,-0.000754,0.013083,-0.004227,0.006356,0.012493,-0.006496,0.015443,-0.013255,0.024994,-0.007300,0.001190
1.66200,0.001101,0.016766,0.011100,0.000009,0.009737,0.010786,0.003858,-0.012775,-0.015372,-0.014266,0.008428,0.005260
1.66400,0.006516,0.011437,0.000823,-0.014167,-0.011637,-0.013947,0.017221,0.016496,-0.005577,0.006736,0.013433,0.024180
1.66600,0.001598,0.010827,0.015291,-0.021906,-0.003694,0.005349,-0.003046,0.029017,0.017517,0.011556,-0.001279,0.016523
1.66800,0.014412,0.003541,-0.001375,-0.019065,0.003097,0.014740,0.014877,0.012946,0.016991,0.003272,0.003762,0.019978
1.67000,0.012440,0.000544,0.008350,0.004876,0.011242,0.006762,-0.001016,0.010990,0.025998,0.010880,0.001628,0.010876
1.67200,-0.005198,0.011162,-0.000046,0.006192,0.004887,0.016532,0.028312,0.004492,-0.000464,0.014063,0.007615,0.008752
1.67400,0.001322,0.014492,0.003762,-0.026305,0.001307,0.009007,0.016551,0.000692,-0.000179,0.021164,0.002118,0.008305
1.67600,0.012456,0.016308,0.003090,-0.015364,0.014247,0.000970,-0.001176,0.027517,0.017250,-0.001885,0.003396,0.004605
1.67800,-0.000306,-0.011356,0.011310,0.004277,0.006232,0.001269,0.006406,0.013231,-0.002772,0.005620,0.002535,0.014335
1.68000,0.010140,-0.004971,-0.003460,0.014552,-0.006410,0.006958,-0.002369,0.019481,0.007323,0.004467,-0.003916,0.004500
1.68200,0.015950,0.015409,-0.010817,0.012385,0.001060,-0.005583,0.005434,0.000035,0.001917,0.002368,0.007258,0.001788
1.68400,-0.010427,0.013761,-0.002551,0.008586,0.009102,0.011654,0.005936,0.019821,0.004448,-0.001442,0.011689,-0.021240
1.68600,0.003402,0.010501,-0.001494,0.009204,0.010767,0.006391,-0.000129,0.017675,0.000754,0.004465,0.015772,0.012998
1.68800,0.028186,0.005974,-0.016663,0.003020,0.016467,0.003464,0.020069,0.024689,0.000825,0.003723,-0.004954,0.012387
1.69000,0.014513,0.014390,-0.010006,-0.011678,-0.011348,-0.011531,-0.009985,-0.010094,0.005749,0.012982,0.014358,0.006501
1.69200,0.000087,0.007955,0.008566,-0.006859,0.003926,0.001896,-0.001542,0.006515,-0.003951,0.019375,-0.008274,0.011398
1.69400,-0.007089,0.023556,0.011604,-0.012167,-0.001294,-0.006621,0.003221,0.010346,0.033817,-0.005605,0.020550,0.000595
1.69600,0.009734,0.016979,0.008215,0.000562,0.001282,0.004878,0.005364,0.018405,-0.007661,0.003351,-0.005107,-0.003369
1.69800,-0.001359,0.019176,0.024663,0.010171,-0.008899,0.005705,-0.007909,0.010609,0.020472,0.014401,0.016627,0.004993
1.70000,-0.013440,-0.012549,0.001572,0.002160,0.016327,0.001321,0.004510,0.008618,0.018278,0.007587,-0.003627,0.017589
1.70200,0.010990,0.011709,-0.010499,-0.003802,-0.014417,-0.015749,0.001282,0.001480,0.013138,0.023062,0.007222,0.024793
1.70400,0.000682,0.015566,-0.010467,-0.002404,-0.000024,0.002692,0.009742,-0.013448,0.008448,-0.000140,0.008731,0.010420
1.70600,0.002869,0.003858,-0.009299,0.001956,-0.003702,0.009366,-0.010963,0.019917,-0.003270,0.020024,0.002882,0.011945
1.70800,0.005164,0.014604,0.002567,0.009373,0.010077,0.011770,0.020779,-0.001315,0.020522,0.008833,-0.007737,0.011211
1.71000,0.004503,0.024898,-0.002537,-0.003127,0.005570,-0.014796,0.008839,-0.004392,0.021563,0.025135,0.007303,-0.009992
1.71200,0.008418,0.009346,0.009879,-0.006646,-0.009062,0.003262,-0.005890,0.023941,-0.000173,0.001310,0.006862,-0.006492
1.71400,0.001943,0.006103,-0.002537,-0.006161,0.015854,0.009136,-0.010133,0.001327,0.014686,0.001276,0.008133,0.005892
1.71600,0.011889,0.005606,0.001011,-0.012366,0.006792,-0.004854,0.021327,0.005488,0.004695,0.015973,0.006377,0.007054
1.71800,0.005891,-0.000040,-0.007004,-0.010703,0.014684,-0.001802,-0.000622,0.001055,0.014092,0.028140,-0.002272,0.011727
1.72000,0.007609,0.004241,0.007602,-0.016530,0.011592,0.006858,-0.006701,0.021942,0.015610,0.019694,-0.007743,0.003288
1.72200,0.000993,0.013708,0.016279,-0.022995,0.003252,0.003278,0.013716,0.005167,-0.006165,0.005750,-0.003497,-0.001931
1.72400,0.006732,0.002327,0.005249,-0.018989,0.026764,0.017436,0.010804,-0.007682,-0.015266,-0.001142,0.004681,0.028804
1.72600,0.019617,0.001824,0.014732,0.009071,0.003163,0.016948,0.006816,-0.001191,-0.005255,0.006378,0.017211,-0.007913
1.72800,-0.010258,0.012770,-0.025420,0.015216,-0.001515,0.011965,0.022431,-0.009366,-0.004029,0.030509,0.004051,0.004598
1.73000,0.008495,0.017903,0.015898,-0.002272,-0.000465,0.004071,0.006495,0.018823,0.008052,0.026142,-0.001861,0.011303
1.73200,0.024084,0.020217,0.005729,-0.012398,-0.004340,0.002813,0.006547,0.002846,-0.008266,-0.000068,0.012158,0.014362
1.73400,-0.008222,0.003276,-0.014801,-0.009113,0.039144,0.005033,-0.000184,-0.000663,-0.005798,-0.011578,0.006386,0.002957
1.73600,0.021150,-0.009781,0.006750,0.010392,-0.017113,0.011078,-0.013144,0.010659,0.021617,0.007334,0.009704,-0.001351
1.73800,0.008959,0.018478,0.000411,-0.004725,0.006872,0.012737,-0.013431,0.005895,-0.000521,0.012401,0.017321,0.008894
1.74000,0.019171,-0.003278,-0.001911,-0.013393,0.003470,0.005276,0.001255,-0.007150,0.005656,0.002801,0.012862,0.002907
1.74200,0.017819,0.009175,-0.016747,-0.005016,-0.011778,0.014173,0.017931,0.004940,0.010932,-0.007565,-0.016375,-0.000051
1.74400,0.003269,-0.008722,0.003174,-0.000017,0.009413,0.020095,0.011529,0.001433,0.007433,0.013328,-0.004105,0.019177
1.74600,0.015072,0.004409,-0.004287,0.035751,0.011424,0.013841,0.021636,0.015199,0.008479,0.014346,-0.002783,0.012897
1.74800,-0.009929,0.011031,0.007951,-0.019091,0.022477,-0.007550,0.013947,-0.000250,0.009511,0.000401,0.032076,0.016150
1.75000,0.024374,0.014734,0.009432,-0.001480,0.000453,0.010511,0.004959,0.003666,-0.007727,0.004040,0.012806,0.000821
1.75200,0.009454,0.005294,-0.008198,-0.012183,-0.004645,0.001342,0.000672,0.016696,-0.004747,-0.013774,0.013637,0.000974
1.75400,0.004670,0.032876,0.017400,0.003180,0.012669,0.005555,0.013200,-0.001021,-0.000928,0.002380,0.022805,0.021614
1.75600,-0.000324,0.018648,0.000788,0.008229,-0.000267,0.014149,0.002252,0.002305,0.006146,0.008787,0.000642,-0.008381
1.75800,0.023280,0.002698,-0.016198,-0.026009,-0.025758,-0.001939,0.017359,-0.011516,0.003065,-0.011721,0.017921,0.009402
1.76000,0.009203,0.020592,0.019377,0.007924,-0.002916,-0.009259,-0.007311,-0.012770,0.024911,0.005170,0.007902,0.007659
1.76200,0.026632,0.000910,0.014641,0.000512,0.001469,-0.015385,0.012875,-0.002424,0.001604,0.009418,0.007525,0.017183
1.76400,-0.001049,0.008358,0.005349,-0.002300,0.010029,0.001719,0.015818,-0.002098,-0.008519,0.006635,0.018667,0.000280
1.76600,-0.000645,0.003064,0.004173,-0.004344,0.006214,-0.013383,0.018820,0.011168,-0.002611,0.021128,0.011098,0.020699
1.76800,-0.006335,0.023655,0.002932,-0.023693,0.010746,0.001171,-0.007063,0.002919,-0.013795,0.012963,0.004191,0.002726
1.77000,0.020294,0.006887,-0.004364,-0.012280,0.002344,0.015208,-0.002645,-0.005597,0.015655,0.007509,0.006104,0.026940
1.77200,-0.006816,0.008524,-0.015860,-0.005559,0.009000,0.015799,-0.009770,0.013654,0.014166,0.005565,0.031654,0.005424
1.77400,-0.003436,0.010799,-0.016772,0.013616,0.013097,0.000060,0.009614,0.010530,0.025971,0.000442,-0.007032,-0.015572
1.77600,0.002547,-0.009788,0.000595,0.001797,-0.001654,-0.005587,0.015534,0.002907,0.008392,0.016521,-0.007229,-0.004169
1.77800,0.031259,0.004680,-0.008371,-0.005029,-0.003033,-0.008552,-0.000979,0.004714,0.005804,0.012205,-0.011695,-0.010121
1.78000,0.013617,0.001694,0.014866,0.000746,-0.011666,0.009593,-0.007210,0.007557,0.018551,0.028357,0.005389,0.012421
1.78200,0.008540,0.014343,-0.023923,-0.006358,0.005822,0.008868,-0.004569,0.013331,0.017204,0.007278,0.003720,0.001531
1.78400,0.006835,0.018288,0.017728,-0.007164,-0.006749,-0.004139,0.013282,0.007087,0.008878,0.011457,0.009871,0.003900
1.78600,-0.005324,-0.000239,0.003546,0.001727,-0.001004,-0.000286,0.017181,-0.000018,0.008040,0.003189,-0.002854,-0.010446
1.78800,-0.000189,-0.002361,0.010976,-0.014053,-0.001458,0.010656,0.001959,0.009803,0.014267,-0.010595,0.001691,-0.004760
1.79000,0.019081,0.004801,0.007345,0.015119,-0.000890,0.004674,0.007262,0.001960,0.018488,0.014694,0.016090,0.005523
1.79200,0.001726,0.002324,-0.001482,-0.018996,0.006420,0.012168,0.002953,-0.000411,0.005982,0.008572,0.009129,0.023288
1.79400,-0.003544,0.009594,0.009236,-0.001430,0.000299,-0.006590,-0.003020,0.011771,0.020309,-0.000456,0.010525,0.010204
1.79600,0.015355,0.008308,0.006679,0.006870,-0.009156,0.004263,-0.014912,-0.015445,-0.002857,-0.009456,0.010808,0.014934
1.79800,0.001967,0.004357,-0.000211,-0.004847,0.003989,0.007291,-0.001730,-0.003466,0.000160,0.014174,0.001360,0.019465
1.80000,0.002555,0.019501,-0.009930,-0.009194,0.007406,0.008627,0.001323,0.025009,0.006084,0.008923,-0.000198,0.021449
1.80200,0.013573,0.009787,-0.014397,0.001480,-0.002149,0.007605,0.012063,-0.003156,0.007485,0.014782,0.007119,0.001391
1.80400,-0.005769,-0.001161,-0.010704,0.007764,0.003563,-0.008611,0.002778,-0.008637,-0.027775,0.018010,0.017184,-0.010168
1.80600,-0.002385,0.007567,-0.001819,-0.010745,-0.002678,0.001142,-0.002759,0.006386,0.002848,-0.001833,0.005591,-0.012083
1.80800,0.019254,-0.012014,0.001160,0.001255,0.006592,0.006119,0.015412,-0.007058,0.004412,0.007196,0.000311,-0.001425
1.81000,0.017590,-0.001776,-0.002834,-0.004911,0.000267,0.005074,0.000631,0.007891,0.006392,0.010454,0.018909,-0.003988
1.81200,0.021134,0.000799,0.008571,-0.000545,-0.000609,-0.016201,0.018756,-0.003463,-0.002898,0.016189,0.005894,0.023378
1.81400,0.021367,0.012299,0.004401,0.005458,-0.010817,0.005069,0.004090,-0.000650,0.007448,-0.009036,0.014078,0.017177
1.81600,-0.008362,0.006634,0.017259,0.002022,-0.007974,-0.006507,0.011083,0.022264,-0.005928,0.005851,-0.002677,0.001479
1.81800,0.007597,0.004759,-0.004970,0.018754,0.000703,0.001506,0.013602,0.004122,0.002851,0.014893,-0.005238,0.011730
1.82000,0.014796,0.011797,0.000086,-0.002281,-0.014744,0.002049,0.005469,0.012642,0.006319,0.001663,-0.003229,0.003888
1.82200,0.006036,0.017369,0.001994,-0.007248,0.001293,-0.001348,0.000345,-0.017700,-0.010716,-0.006138,0.009847,0.003696
1.82400,0.006457,0.017229,-0.008303,0.008844,0.006299,-0.003415,0.017560,-0.009691,-0.005766,0.003996,0.009579,0.002860
1.82600,-0.015530,0.003447,0.001398,0.022354,0.016350,0.005284,-0.007635,0.008312,-0.005512,0.008774,0.009851,0.001348
1.82800,0.009101,0.004344,-0.003016,0.011766,0.009009,0.001788,-0.003855,0.007605,0.012744,0.016460,0.021956,0.010860
1.83000,-0.002648,0.029677,0.014748,0.003830,0.017309,-0.008607,0.001006,0.002358,0.020797,-0.001441,0.006203,0.022961
1.83200,0.017612,0.009082,0.022906,-0.019059,0.009927,0.005869,0.011268,0.007162,0.003849,0.015747,-0.000453,0.015888
1.83400,0.012343,0.026893,0.001554,-0.014947,0.011437,0.023357,-0.011851,0.014817,0.022884,0.004849,0.008642,0.021050
1.83600,0.013515,0.018606,0.025233,-0.021032,0.001944,-0.007183,0.001167,0.006938,0.040285,0.038389,0.011773,0.039954
1.83800,0.037743,0.032877,0.019488,-0.012669,0.006980,0.004391,0.007656,0.026482,0.029028,0.029456,0.043351,0.018139
1.84000,0.050007,0.042638,0.016794,-0.033584,0.019745,0.021985,0.005499,0.036086,0.043997,0.058434,0.048947,0.029157
1.84200,0.048881,0.038662,0.009875,-0.017304,0.041336,0.047082,0.033220,0.054130,0.064105,0.049886,0.052893,0.063861
1.84400,0.082594,0.083955,0.023941,-0.042723,0.028726,0.041961,0.020040,0.063911,0.072156,0.084428,0.096375,0.073244
1.84600,0.081642,0.107581,0.018838,-0.038245,0.045144,0.061873,0.054380,0.092329,0.091067,0.098284,0.120084,0.084297
1.84800,0.121403,0.115943,0.044293,-0.064909,0.057474,0.074056,0.052044,0.109186,0.118516,0.109998,0.117089,0.092219
1.85000,0.111595,0.136418,0.042284,-0.067619,0.051515,0.070596,0.062715,0.117526,0.120004,0.156969,0.143023,0.113020
1.85200,0.141075,0.151277,0.048492,-0.085993,0.070868,0.112963,0.069176,0.133320,0.127857,0.159568,0.144509,0.148190
1.85400,0.142318,0.178153,0.035967,-0.080344,0.076759,0.106327,0.054431,0.132159,0.168100,0.193917,0.169925,0.123969
1.85600,0.150960,0.184987,0.050014,-0.078534,0.068696,0.111109,0.091722,0.127614,0.193812,0.188217,0.174818,0.137996
1.85800,0.152615,0.172120,0.043208,-0.098866,0.075820,0.108560,0.057346,0.112344,0.161071,0.184743,0.176300,0.132017
1.86000,0.151080,0.163868,0.050094,-0.081257,0.079530,0.110092,0.088731,0.120871,0.153940,0.165479,0.157052,0.133944
1.86200,0.128684,0.160472,0.054921,-0.065746,0.065286,0.106731,0.074474,0.126995,0.149037,0.170027,0.148672,0.114287
1.86400,0.103367,0.155060,0.048648,-0.060363,0.054882,0.080241,0.093516,0.092478,0.126612,0.143220,0.120642,0.099206
1.86600,0.093138,0.111757,0.033208,-0.046961,0.036295,0.076169,0.069779,0.097079,0.096791,0.092674,0.120643,0.100129
1.86800,0.076150,0.107114,0.027117,-0.044024,0.028982,0.062235,0.040801,0.067130,0.099365,0.102192,0.076892,0.084821
1.87000,0.073075,0.066093,0.020660,-0.035052,0.028566,0.047829,0.042089,0.052026,0.090693,0.071826,0.067084,0.081162
1.87200,0.073139,0.057063,0.016859,-0.037840,0.035089,0.037222,0.018649,0.047437,0.066941,0.066995,0.077290,0.058424
1.87400,0.040750,0.041469,0.019312,-0.007816,0.026033,0.036716,0.022218,0.039648,0.051405,0.042686,0.027745,0.051790
1.87600,0.031881,0.025558,0.012239,-0.016797,-0.004548,0.016918,0.000087,0.024950,0.027039,0.043114,0.027973,0.028485
1.87800,0.015281,0.017210,-0.007032,-0.000143,0.010476,0.007325,0.012131,0.011930,0.012488,0.024781,0.032611,0.014660
1.88000,-0.001577,0.008424,0.022788,-0.015080,0.017961,0.006733,0.014370,0.010088,-0.002090,0.011339,0.035311,0.010719
1.88200,0.014473,0.006786,0.002036,-0.001630,0.008978,0.028551,0.004703,0.005971,0.002917,-0.002355,-0.006203,0.015026
1.88400,-0.012305,0.021316,0.010996,-0.006398,-0.008501,0.004836,0.003704,0.016834,-0.000593,0.003930,0.006551,0.003237
1.88600,-0.001512,-0.011709,-0.014579,-0.009312,0.000042,0.013404,0.025710,0.021310,0.009063,0.024552,0.004140,-0.000766
1.88800,0.026898,-0.006341,-0.002690,-0.004647,0.016421,-0.003219,0.009901,-0.000747,-0.008162,0.006950,0.005901,-0.007971
1.89000,-0.005453,-0.004254,0.010876,0.002921,0.003943,0.007223,-0.002977,0.007602,-0.002587,-0.009414,-0.003439,0.005160
1.89200,0.003778,0.013875,-0.015752,-0.003693,0.005359,-0.007529,0.004105,-0.001544,-0.008183,0.014717,-0.010659,0.012749
1.89400,-0.001444,-0.006310,-0.007777,-0.008749,-0.007142,0.004652,-0.017160,0.014779,0.011257,0.017150,-0.006807,-0.020599
1.89600,-0.003656,0.001282,0.004062,-0.006480,0.000445,0.003381,-0.014020,0.020342,-0.008428,0.005775,0.013678,-0.005350
1.89800,0.002550,0.019202,-0.001795,0.009218,0.004177,0.004135,0.008615,-0.000071,0.000633,0.012682,0.005443,0.007395
1.90000,-0.009473,0.003004,0.013144,0.007822,0.004703,-0.003338,-0.004686,0.006596,0.016870,0.003454,0.015825,-0.000605
1.90200,0.014456,-0.007186,0.002895,-0.011782,0.007853,0.007537,-0.008066,-0.005259,-0.001782,-0.011907,-0.006518,-0.006294
1.90400,0.010222,0.016569,-0.003427,-0.003963,0.003371,-0.003435,-0.001386,0.010502,0.004887,0.002055,-0.003040,0.016991
1.90600,-0.003771,0.003902,-0.009324,-0.007001,0.002155,-0.002201,0.006694,0.002773,-0.011278,-0.020209,0.012564,-0.003584
1.90800,0.017086,0.002774,-0.006666,0.004531,-0.001526,0.001825,-0.007949,0.008418,0.013415,-0.002469,0.020375,-0.003489
1.91000,0.004743,-0.013767,-0.018266,0.019966,0.015379,0.013125,-0.015656,0.004254,0.006610,0.003507,0.005473,-0.007035
1.91200,0.000599,-0.008874,-0.002573,0.002704,-0.006692,-0.001152,-0.003042,0.002092,0.011547,0.005003,0.006380,-0.012301
1.91400,-0.001486,0.010608,-0.007716,-0.005326,-0.008598,0.014888,-0.003297,-0.005398,0.008455,0.013549,0.007301,0.011825
1.91600,0.004183,0.001081,-0.003553,-0.006067,-0.004922,0.005186,0.000046,0.002695,0.008265,0.001951,-0.011383,-0.005945
1.91800,-0.009168,-0.016747,0.001855,-0.012955,-0.011810,-0.009295,0.009853,-0.001338,0.012131,0.001522,-0.002129,0.007542
1.92000,0.007904,0.003374,-0.009580,-0.005539,-0.010841,-0.001167,0.002022,0.016522,0.016195,0.009107,0.011688,0.004133
1.92200,0.029569,0.017413,0.027174,0.002842,0.005043,0.011873,0.002928,0.004752,-0.007854,0.011660,0.003435,0.009856
1.92400,-0.000393,-0.015673,0.005711,0.010682,-0.011916,-0.008398,-0.002011,-0.000883,-0.015051,0.019745,0.012117,-0.004453
1.92600,-0.016364,0.005632,0.020502,0.007330,0.012382,-0.008155,0.003286,-0.013463,0.021665,0.007819,-0.019101,-0.016824
1.92800,0.006488,0.003323,-0.002466,0.005223,0.020884,0.004875,-0.017111,-0.000106,-0.011290,-0.005986,0.005137,-0.000114
1.93000,-0.009025,0.001593,-0.007574,0.004345,-0.001685,0.005037,-0.001830,0.008866,0.000349,0.001809,-0.003883,0.002905
1.93200,-0.016217,0.028418,-0.006289,0.000016,-0.004071,-0.003827,0.004799,-0.003807,-0.002663,-0.011942,-0.007561,-0.010290
1.93400,0.019448,-0.011679,-0.010270,0.000945,0.014893,-0.015952,-0.014769,0.002475,0.004907,-0.012405,-0.016419,-0.008287
1.93600,0.008822,0.001141,0.007862,-0.002063,0.000224,0.007051,-0.000532,0.003506,-0.007670,-0.004346,0.006186,-0.001156
1.93800,-0.006206,0.008061,0.005826,-0.001070,-0.007086,0.009819,0.025569,-0.007139,-0.014043,-0.006224,-0.007908,-0.011470
1.94000,-0.010629,0.009882,0.008911,0.013805,0.007917,-0.003985,0.011393,-0.005104,-0.002183,-0.010243,0.013608,0.011203
1.94200,-0.003515,-0.001783,0.000622,0.001007,0.008846,0.001389,0.004496,-0.014060,-0.001805,-0.016530,0.019085,0.014974
1.94400,0.008199,0.012348,0.020259,0.008386,-0.015569,-0.001401,-0.023100,-0.007275,-0.011309,0.001224,0.005068,-0.008333
1.94600,-0.001869,0.003941,-0.001403,-0.002806,-0.023752,-0.003823,0.008289,0.003365,-0.013789,-0.001516,0.003741,-0.008877
1.94800,0.007619,-0.006956,-0.003197,-0.002117,0.022494,-0.002684,-0.005397,0.007874,-0.003751,0.003063,-0.021527,0.003778
1.95000,0.000617,-0.011914,0.013647,-0.003400,-0.001763,-0.012661,-0.015976,-0.005018,-0.014328,0.005966,0.009633,-0.005605
1.95200,-0.015337,-0.003019,-0.010554,0.000664,0.001956,-0.003834,0.000967,0.011011,0.017865,-0.004232,0.008093,-0.001700
1.95400,-0.009888,0.013663,0.003936,0.000407,0.003661,-0.001252,-0.010339,0.018299,0.009756,0.003544,0.010456,0.013473
1.95600,-0.001373,0.006650,-0.003262,0.005462,-0.002459,0.024672,-0.003415,0.005655,0.005336,-0.002498,0.010108,-0.000266
1.95800,-0.003545,0.000737,-0.007548,0.011006,0.006310,0.010116,-0.013380,0.003162,-0.007036,0.001654,0.013431,0.003093
1.96000,-0.001230,0.011867,0.010050,0.017549,-0.018569,0.003536,-0.004061,-0.008330,0.001754,-0.010890,-0.021694,-0.008544
1.96200,-0.002132,0.019279,-0.007288,-0.012592,-0.019759,-0.003285,-0.002322,0.001856,-0.013907,-0.006943,-0.022085,0.002118
1.96400,-0.015258,-0.026905,0.011512,0.004173,0.003508,0.003703,-0.010299,0.011071,-0.009977,0.019739,0.002799,-0.018048
1.96600,0.009081,0.020244,-0.002649,0.009817,-0.002141,-0.006106,-0.025781,0.012666,-0.003988,0.004377,-0.010840,-0.008725
1.96800,0.011533,-0.003393,-0.004120,-0.013416,0.002070,0.007943,-0.004581,-0.001599,-0.011784,0.014571,-0.005726,-0.001219
1.97000,0.017191,-0.001829,-0.015645,-0.010037,-0.003621,0.018007,0.002271,-0.001987,0.008724,0.013595,-0.007159,0.014717
1.97200,0.008946,0.004940,-0.023823,0.001279,0.013999,-0.002588,0.023260,0.001017,-0.009804,0.006474,0.003405,0.008716
1.97400,-0.001895,0.013543,-0.005635,0.000700,-0.012525,-0.007870,0.002123,-0.006326,-0.004115,-0.001575,0.002996,0.008065
1.97600,0.008102,0.010776,0.002052,-0.006082,-0.015947,-0.003307,-0.007935,-0.018024,0.017062,-0.018056,0.004049,0.005963
1.97800,-0.001947,0.026656,0.000229,-0.008330,0.017887,-0.007847,-0.014384,-0.009822,-0.006017,0.001031,0.003919,-0.015004
1.98000,0.004125,0.023313,-0.007151,-0.002003,0.007210,0.012565,-0.006547,-0.009266,-0.009577,0.011875,0.009806,-0.021404
1.98200,-0.020682,-0.011352,-0.014969,0.003249,0.002597,0.020541,0.008513,0.002102,0.013086,-0.007769,-0.013022,0.001285
1.98400,0.011546,-0.014083,0.009711,0.007272,-0.004231,0.003108,-0.001770,0.002573,0.010394,-0.005647,0.012845,0.010743
1.98600,0.013390,-0.015169,-0.017459,0.004391,-0.004065,-0.004071,-0.005569,-0.009986,0.001612,-0.002199,-0.001960,0.008816
1.98800,-0.003493,0.021253,-0.019488,0.020445,-0.009852,0.011993,0.013859,0.007426,0.016780,0.009337,-0.008352,0.011582
1.99000,0.028393,0.013693,-0.011042,-0.015698,0.011231,0.015072,0.020358,0.020393,0.023274,0.000115,0.041475,0.016408
